"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(43.922619047619044, 4388)","(43.86217948717949, 267)","(43.44481981981982, 2719)","(43.37546816479401, 1843)","(42.25595238095238, 1268)","(42.035919540229884, 2164)","(42.00108225108225, 4994)","(41.560344827586206, 3908)","(41.450216450216445, 878)","(41.36904761904762, 5841)"
"(46.12373737373737, 2735)","(46.06359649122807, 2383)","(45.643398268398265, 5305)","(43.52847324496808, 5155)","(42.98076923076923, 2906)","(42.64564220183486, 4729)","(42.506578947368425, 4703)","(42.44812925170068, 1075)","(41.81375502008032, 1929)","(41.647689768976896, 2759)"
"(50.94642857142857, 4691)","(46.14285714285714, 2132)","(42.57940251572327, 5188)","(40.896358543417364, 3346)","(38.20833333333333, 2757)","(37.40109262883236, 5117)","(37.28640642303433, 5796)","(37.15112994350282, 3749)","(37.062248995983936, 2453)","(36.049171842650104, 5919)"
"(49.55, 5501)","(48.34550561797753, 5335)","(47.358695652173914, 5146)","(46.45307308970099, 2775)","(44.730421686746986, 5941)","(44.373493975903614, 4245)","(43.62249373433584, 6047)","(41.46520146520146, 2336)","(41.0, 5421)","(40.15215355805243, 4663)"
"(52.955128205128204, 5670)","(51.416666666666664, 4160)","(51.05357142857143, 4520)","(50.13762626262626, 3123)","(49.54545454545455, 3190)","(49.49038461538461, 3418)","(48.8525641025641, 5540)","(48.79656862745098, 3616)","(48.625, 1683)","(48.457142857142856, 1868)"
"(53.05681818181818, 3606)","(49.48106060606061, 2619)","(44.43872549019608, 264)","(43.244623655913976, 1566)","(42.24404761904762, 6053)","(41.04761904761905, 2992)","(40.82051282051282, 3561)","(39.517759562841526, 879)","(39.25528169014085, 3057)","(39.1869918699187, 2423)"
"(41.235824742268036, 3897)","(39.94047619047619, 2557)","(39.333333333333336, 2990)","(39.24873737373737, 3753)","(36.25327715355805, 3613)","(35.444105691056905, 4566)","(35.416666666666664, 5207)","(35.38095238095238, 2355)","(35.04870892018779, 3695)","(34.98168498168498, 2722)"
"(42.13095238095238, 5268)","(41.24122807017544, 2502)","(40.608333333333334, 4628)","(39.34649122807018, 1142)","(38.91512345679013, 4562)","(38.847222222222214, 4288)","(38.846014492753625, 3003)","(38.6453488372093, 5592)","(37.325216450216445, 3083)","(36.788978494623656, 1337)"
"(42.45075757575758, 4398)","(41.36538461538461, 4935)","(41.36363636363636, 1570)","(40.7909604519774, 2934)","(40.651234567901234, 4901)","(40.20833333333333, 2772)","(39.598484848484844, 5196)","(39.42786069651741, 3238)","(39.404761904761905, 3077)","(38.91666666666667, 5204)"
"(47.11764705882353, 3922)","(45.05797101449275, 4668)","(44.558789954337904, 102)","(44.218896713615024, 380)","(43.092136150234744, 377)","(42.875, 3417)","(42.43115942028985, 2372)","(42.322278911564624, 103)","(42.28921568627451, 384)","(42.27761044176707, 378)"
"(49.063291139240505, 3182)","(48.35805860805861, 1629)","(48.333333333333336, 3353)","(48.31944444444444, 4927)","(47.732142857142854, 2418)","(46.981918238993714, 5166)","(46.919673539518904, 4934)","(46.803838951310865, 2407)","(46.61258865248227, 3201)","(46.61048689138577, 4621)"
"(54.74679487179487, 3109)","(54.11392405063291, 3420)","(52.409562211981566, 4837)","(52.017857142857146, 3975)","(51.88365800865801, 4044)","(51.541666666666664, 3485)","(51.45034246575342, 4016)","(50.956896551724135, 5158)","(50.956896551724135, 5038)","(50.592696629213485, 5271)"
"(40.94047619047619, 5853)","(38.55072463768116, 4661)","(36.875, 1726)","(36.86111111111111, 6056)","(36.17370892018779, 3705)","(35.65931372549019, 2808)","(35.166666666666664, 3259)","(34.31944444444444, 3012)","(33.207711442786064, 1576)","(32.85745614035088, 5613)"
"(53.968086632243256, 5429)","(53.95440251572327, 2540)","(51.90909090909091, 1441)","(51.84778911564625, 4124)","(51.28066037735849, 5718)","(51.16307378807379, 3336)","(50.91346153846154, 4314)","(50.90821812596006, 1105)","(50.84438775510204, 4110)","(50.37707039337474, 3872)"
"(46.17185916919959, 2625)","(45.52235772357723, 4294)","(44.69871794871795, 1389)","(44.69812925170068, 1573)","(44.09803921568627, 2276)","(44.08333333333333, 1529)","(43.67883895131086, 2324)","(43.06060606060606, 2745)","(42.76152482269504, 2140)","(42.51825842696629, 2681)"
"(53.90243902439025, 3356)","(53.61538461538461, 2063)","(52.11711711711712, 2735)","(52.017857142857146, 4698)","(51.99828767123287, 4296)","(51.91417910447761, 4774)","(51.65277777777778, 2635)","(51.644230769230774, 3797)","(51.45034246575342, 3621)","(51.41992824527071, 4787)"
"(50.76973684210526, 1683)","(50.16129032258065, 2524)","(49.9813829787234, 3115)","(49.81327160493827, 2845)","(49.65760869565217, 4785)","(49.285714285714285, 3006)","(49.266666666666666, 3190)","(49.265243902439025, 3616)","(49.23582474226804, 2116)","(49.19444444444444, 2766)"
"(52.878787878787875, 5953)","(45.955882352941174, 6071)","(45.541666666666664, 3052)","(44.5787037037037, 2991)","(43.67045454545455, 2107)","(42.07930107526882, 6012)","(41.952586206896555, 2043)","(41.58994708994709, 2085)","(41.46474358974359, 4532)","(41.44318181818182, 2600)"
"(46.58182730923695, 4559)","(46.26190476190476, 3833)","(43.799731182795696, 3512)","(43.4981884057971, 2165)","(42.25806451612903, 2617)","(42.041666666666664, 792)","(41.81471631205674, 267)","(41.80603448275862, 4388)","(41.12179487179487, 5181)","(41.00484496124031, 5821)"
"(67.2565543071161, 2898)","(63.37719298245614, 2480)","(62.38095238095238, 2936)","(62.09090909090909, 3295)","(61.61111111111111, 3220)","(61.541666666666664, 4421)","(60.25730240549828, 2120)","(60.08333333333333, 5022)","(59.753787878787875, 4616)","(58.72489959839357, 3436)"
"(54.813405797101446, 6071)","(48.90909090909091, 2600)","(48.19047619047619, 3052)","(47.986111111111114, 5953)","(46.47114402451481, 4532)","(45.9264705882353, 5536)","(44.750554323725055, 2043)","(44.5787037037037, 2988)","(43.84935897435898, 2085)","(43.84239130434783, 4395)"
"(85.17412935323384, 2993)","(51.55555555555556, 1531)","(49.3670634920635, 4650)","(46.31147540983606, 2399)","(46.20833333333333, 1165)","(42.54901960784314, 3093)","(41.58095238095238, 2976)","(41.313405797101446, 21)","(40.78294573643411, 196)","(40.75219298245614, 1969)"
"(86.3681592039801, 2992)","(56.50706214689266, 1531)","(54.79656862745098, 4650)","(47.71537558685446, 1969)","(47.53968253968254, 2399)","(46.154761904761905, 493)","(45.90833333333333, 539)","(45.90064102564102, 1165)","(44.916125541125545, 496)","(44.846393034825866, 168)"
"(50.324999999999996, 2786)","(48.96343537414966, 3361)","(47.78603603603603, 2316)","(42.63586956521739, 2490)","(41.64835164835165, 3496)","(41.50263713080169, 1163)","(41.40956221198156, 1916)","(39.81852497096399, 1320)","(39.544871794871796, 1978)","(39.07575757575758, 4049)"
"(51.25, 4378)","(49.464285714285715, 5978)","(49.26724137931035, 5803)","(48.93297101449275, 3028)","(48.87090163934426, 1055)","(48.705882352941174, 4561)","(48.675, 2227)","(48.300925925925924, 4750)","(48.125, 5967)","(47.72115384615385, 2346)"
"(47.77925531914894, 605)","(46.23267790262172, 3742)","(43.91847826086956, 3821)","(43.638888888888886, 5151)","(43.39080459770115, 2225)","(43.325581395348834, 1692)","(42.9844527363184, 1731)","(42.325980392156865, 4530)","(42.318627450980394, 4483)","(42.27777777777778, 5616)"
"(48.457089552238806, 1582)","(45.109848484848484, 5365)","(45.04662004662005, 2514)","(44.84496124031008, 1518)","(44.732142857142854, 2025)","(44.504629629629626, 1780)","(44.092213114754095, 883)","(43.98148148148148, 2572)","(43.80681818181818, 6004)","(43.806755260243634, 3395)"
"(47.083333333333336, 1079)","(46.63333333333333, 3165)","(45.416666666666664, 4949)","(45.36904761904762, 4151)","(45.33477011494253, 3536)","(45.226063829787236, 501)","(44.891774891774894, 3210)","(44.68685300207039, 3889)","(44.676108374384235, 4145)","(44.452922077922075, 2392)"
"(47.155701754385966, 1781)","(46.55392156862745, 1314)","(46.32427536231884, 4676)","(46.1764705882353, 2827)","(45.954365079365076, 4147)","(45.80327004219409, 1536)","(45.67827004219409, 5049)","(45.30555555555556, 1053)","(45.24438202247191, 5185)","(45.17194092827004, 3567)"
"(46.464285714285715, 971)","(44.232142857142854, 365)","(43.73809523809524, 1717)","(42.98251104565537, 2577)","(42.833801498127336, 3108)","(42.49261603375527, 3784)","(42.11790780141844, 5027)","(42.058908045977006, 2182)","(42.0, 1995)","(41.95833333333333, 3420)"
"(46.30357142857143, 4378)","(45.71061643835616, 1237)","(45.20833333333333, 1580)","(45.20662100456621, 2324)","(44.24242424242424, 2491)","(44.176029962546814, 3028)","(44.13425925925926, 1606)","(44.130434782608695, 2276)","(44.122807017543856, 1645)","(44.0619918699187, 1573)"
"(46.625, 5990)","(45.23931623931623, 3337)","(43.692204301075265, 2067)","(42.58991228070175, 730)","(42.541666666666664, 79)","(42.38396624472574, 2297)","(42.1213768115942, 3218)","(41.92119005589879, 1854)","(41.81798245614035, 5825)","(41.80383895131086, 1710)"
"(45.70833333333333, 2502)","(44.76571038251366, 1142)","(43.666666666666664, 4628)","(42.20833333333333, 4813)","(41.971014492753625, 3280)","(41.49600456621005, 4770)","(40.922619047619044, 1723)","(40.63652482269504, 1337)","(40.44517543859649, 4242)","(40.43055555555556, 2511)"
"(56.33333333333333, 2468)","(53.21552388289676, 1668)","(51.759857612267254, 4987)","(50.248134328358205, 1852)","(50.208333333333336, 3914)","(49.98908523908524, 4210)","(49.05410447761194, 4253)","(48.38327721661055, 678)","(48.328265044814344, 2026)","(48.25, 4043)"
"(51.916666666666664, 6121)","(39.06709956709957, 1224)","(38.72839506172839, 1230)","(37.43583042973287, 5428)","(37.08876811594203, 1463)","(36.35539215686274, 3716)","(35.155430711610485, 1263)","(35.14381720430107, 4492)","(35.143678160919535, 1843)","(35.074906367041194, 3681)"
"(59.468301435406694, 3215)","(56.64092664092664, 3266)","(56.55458656330749, 2247)","(55.763888888888886, 1602)","(55.022619047619045, 4698)","(54.34349593495935, 4308)","(53.875, 3616)","(53.55434782608695, 5023)","(53.32298136645963, 2086)","(52.90812629399586, 1243)"
"(48.09523809523809, 1734)","(47.72357723577235, 4181)","(44.162974683544306, 5453)","(43.85526315789474, 1135)","(43.83333333333333, 3630)","(42.859496124031004, 2381)","(42.15895061728395, 5558)","(41.7939497716895, 688)","(41.541666666666664, 3803)","(41.45873461744248, 3776)"
"(40.572055137844615, 3354)","(38.83204245553643, 2091)","(38.24743821579264, 1723)","(37.43115942028985, 4242)","(36.92813051146385, 999)","(35.997549019607845, 3396)","(35.279761904761905, 3003)","(35.1953211517165, 976)","(34.64880952380952, 2681)","(33.91405342624854, 2713)"
"(47.06148696264976, 5834)","(45.22435897435897, 3579)","(40.77380952380952, 3498)","(39.70183982683983, 5505)","(39.59496124031008, 3953)","(39.358830845771145, 5282)","(39.258658008658, 3364)","(39.12121212121212, 3602)","(39.02564102564102, 4297)","(38.944264069264065, 3665)"
"(38.86622807017544, 931)","(36.22420634920635, 1228)","(34.33941947565543, 999)","(33.61690938511327, 3354)","(33.22997835497836, 5441)","(32.97222222222222, 2949)","(32.948581560283685, 976)","(32.46212121212121, 2117)","(32.43817204301075, 3396)","(31.72685185185185, 3420)"
"(49.05410447761194, 4019)","(48.208333333333336, 3875)","(46.84514925373134, 3918)","(46.333333333333336, 5543)","(46.333333333333336, 5405)","(46.15110441767068, 1857)","(46.03629032258065, 4050)","(45.97557471264368, 1306)","(45.6594611528822, 3920)","(45.605421686746986, 2773)"
"(41.666666666666664, 2808)","(40.920197740113, 1576)","(40.747135994087216, 1584)","(36.225806451612904, 1726)","(34.74404761904762, 3523)","(33.20833333333333, 2983)","(32.176587301587304, 3705)","(32.125, 5853)","(30.708333333333332, 3259)","(30.534313725490193, 5613)"
"(51.00219298245614, 3216)","(42.812324929971986, 5190)","(42.74679487179487, 1880)","(42.356884057971016, 3757)","(41.96044546850998, 1006)","(41.36367313915858, 2453)","(41.15794573643411, 2763)","(41.0, 1278)","(40.88041125541125, 5488)","(40.41578014184397, 988)"
"(57.824175824175825, 4314)","(54.69387755102041, 3336)","(54.68656930126002, 1441)","(54.401446654611206, 3872)","(54.39819587628866, 2984)","(53.875837871805615, 4861)","(53.82142857142857, 5429)","(53.759103641456576, 4110)","(53.158347676419965, 4609)","(53.07661290322581, 2540)"
"(43.0619918699187, 2193)","(41.474999999999994, 2236)","(41.38095238095238, 4785)","(40.85608800482218, 3784)","(40.47549019607843, 1817)","(40.0530303030303, 1519)","(39.92440225035161, 1302)","(39.20833333333333, 3840)","(38.77347417840375, 2197)","(38.71590909090909, 4369)"
"(49.11111111111111, 2901)","(49.08611481975968, 5565)","(49.041666666666664, 3862)","(48.916666666666664, 5548)","(48.49744897959184, 3965)","(48.34146341463415, 3376)","(47.81113707165109, 443)","(47.791666666666664, 441)","(47.53012265512265, 3468)","(46.81442133815551, 3254)"
"(49.523809523809526, 3395)","(48.902953586497894, 2576)","(48.708333333333336, 4430)","(48.42045454545455, 2129)","(48.16463414634146, 5316)","(46.844696969696976, 4274)","(46.607142857142854, 5139)","(46.35294117647059, 3124)","(46.30769230769231, 2925)","(46.16129032258065, 2745)"
"(84.76190476190476, 3019)","(46.329787234042556, 2184)","(45.875, 3918)","(45.136044176706825, 3575)","(45.13356164383562, 5543)","(44.97282608695652, 5882)","(44.33974358974359, 4978)","(44.03767123287671, 5405)","(43.98717948717949, 365)","(43.607142857142854, 5601)"
"(84.76190476190476, 3018)","(49.52701465201465, 1391)","(49.265243902439025, 1988)","(49.01293103448276, 1520)","(48.51470588235294, 2217)","(48.43935643564356, 1617)","(48.16463414634146, 5079)","(48.140306122448976, 1792)","(47.94736842105263, 2958)","(47.47357723577236, 1106)"
"(49.939393939393945, 5185)","(43.291666666666664, 1834)","(42.1712962962963, 4251)","(41.541666666666664, 3647)","(41.18589743589743, 2511)","(41.10691823899371, 3840)","(41.01881720430108, 2827)","(40.860772357723576, 2194)","(40.81996855345912, 1781)","(40.752192982456144, 2792)"
"(44.90151515151515, 1063)","(44.534946236559136, 2581)","(44.1869918699187, 2153)","(43.763888888888886, 1644)","(43.27162447257384, 1415)","(42.604885057471265, 3914)","(42.215053763440864, 678)","(42.142759562841526, 1579)","(42.03703703703704, 2819)","(41.979885057471265, 1137)"
"(46.048469387755105, 5155)","(44.76677489177489, 4477)","(44.45679012345679, 3589)","(43.68247126436782, 4510)","(43.37765957446808, 2447)","(43.33893897364771, 5100)","(43.26225490196079, 5698)","(43.14880952380952, 5521)","(43.089285714285715, 5125)","(42.85227272727273, 2051)"
"(75.77042483660131, 3615)","(51.12499999999999, 870)","(46.48863636363636, 6029)","(46.21040372670807, 3695)","(45.194007263922515, 5187)","(43.81148075668624, 2824)","(42.98106060606061, 3848)","(41.801923076923075, 1552)","(41.17185916919959, 4789)","(41.11742424242424, 4576)"
"(71.49222065063648, 3334)","(65.66447368421052, 3804)","(61.935483870967744, 3116)","(57.14655172413793, 1137)","(56.861111111111114, 5290)","(56.339285714285715, 5904)","(55.63380281690141, 2323)","(55.43777056277057, 4701)","(54.75, 5088)","(54.571969696969695, 2643)"
"(42.94746376811594, 3189)","(41.90909090909091, 4328)","(41.9003164556962, 4945)","(41.87765957446808, 2020)","(41.518987341772146, 3183)","(40.476190476190474, 3877)","(40.23214285714286, 2712)","(40.0935960591133, 3489)","(39.66287878787878, 3479)","(39.60526315789474, 4609)"
"(46.90889830508475, 5528)","(42.33333333333333, 3526)","(40.97420634920635, 1561)","(40.43859649122807, 3694)","(39.55833333333334, 1451)","(38.50478142076503, 1352)","(38.33333333333333, 4067)","(38.291666666666664, 4241)","(37.330882352941174, 1452)","(37.31830601092896, 2127)"
"(46.69318181818182, 5093)","(45.769984326018815, 1189)","(44.80857487922705, 4339)","(44.68055555555556, 4659)","(44.028688524590166, 1986)","(43.41287878787879, 2196)","(43.07692307692308, 3700)","(42.94192406692407, 4745)","(42.801829268292686, 2081)","(42.384433962264154, 1768)"
"(56.07323232323232, 1053)","(54.22222222222222, 4466)","(53.54568106312293, 5303)","(53.14819587628866, 4382)","(52.773514851485146, 5967)","(52.35989010989011, 4750)","(52.195721357850076, 3791)","(52.141843971631204, 3006)","(51.327991452991455, 3873)","(50.66287878787878, 3215)"
"(43.796345811051694, 5879)","(42.416666666666664, 4574)","(40.269841269841265, 3822)","(39.99454261954262, 5655)","(37.02272727272727, 5962)","(35.68144863266814, 4454)","(35.35220125786164, 4616)","(34.62375335634829, 5755)","(34.61184210526316, 2990)","(34.580387205387204, 5214)"
"(44.25806451612903, 1143)","(40.41849816849817, 1574)","(39.39285714285714, 1225)","(38.4777183600713, 4109)","(38.33333333333333, 1702)","(38.14473684210526, 2825)","(36.164377289377285, 3663)","(36.10159176029963, 5424)","(35.95580808080808, 2043)","(35.20833333333333, 5291)"
"(48.044117647058826, 5664)","(46.05263157894737, 5110)","(44.59816384180791, 4056)","(44.31709956709957, 5748)","(43.9485294117647, 4489)","(43.916666666666664, 4725)","(43.68201754385965, 5927)","(43.23093220338983, 1266)","(42.934163059163055, 4163)","(42.88333333333333, 5140)"
"(59.02704678362573, 3872)","(57.85745614035088, 3336)","(57.03252032520325, 5611)","(55.71186440677966, 4861)","(55.36585365853659, 4174)","(54.74564926372155, 4195)","(54.365022172949004, 4110)","(53.779761904761905, 5718)","(53.75213675213675, 2919)","(53.708333333333336, 4182)"
"(45.23611111111111, 3692)","(44.94444444444444, 5880)","(44.5198087431694, 4364)","(42.958333333333336, 886)","(42.68746414228342, 5386)","(42.50733665559247, 1822)","(42.424019607843135, 3934)","(42.348443223443226, 188)","(42.319601603017446, 1705)","(41.93382352941177, 4621)"
"(44.34913793103448, 1321)","(43.1537558685446, 1107)","(42.97435897435897, 2139)","(42.47126436781609, 3938)","(41.57479919678715, 301)","(40.657115171650055, 1000)","(40.07107843137255, 2753)","(39.72222222222222, 730)","(39.60326086956522, 884)","(39.431497175141246, 608)"
"(49.50247524752475, 1267)","(49.26275510204081, 1910)","(49.18872549019608, 1461)","(48.71016483516483, 1484)","(48.347938144329895, 3675)","(47.81559405940594, 3534)","(47.72093023255814, 2905)","(47.00252525252525, 1170)","(46.99738675958188, 1121)","(46.80612244897959, 641)"
"(45.117231638418076, 5996)","(43.72557471264368, 4856)","(43.20833333333333, 4767)","(43.00953815261044, 607)","(42.035714285714285, 1906)","(41.95833333333333, 4490)","(41.899224806201545, 3037)","(41.83333333333333, 4095)","(41.65867579908676, 1400)","(41.541666666666664, 1955)"
"(62.57771535580524, 5996)","(61.17129629629629, 4988)","(39.095991561181435, 6093)","(37.728975535168196, 1206)","(37.248062015503876, 3036)","(37.006802721088434, 3830)","(36.57847896440129, 4905)","(36.18705673758865, 4490)","(35.84989959839358, 483)","(35.68851132686084, 5654)"
"(53.39880952380952, 1596)","(48.199999999999996, 2965)","(46.857142857142854, 3229)","(44.25, 3359)","(41.39855072463768, 5307)","(41.29391284815813, 4233)","(41.193681318681314, 1979)","(40.5287558685446, 6001)","(39.819180819180815, 2764)","(39.476063829787236, 5751)"
"(78.41666666666666, 5214)","(73.56869369369369, 2349)","(71.54166666666666, 3422)","(62.00484496124031, 6065)","(45.050438596491226, 4088)","(44.925438596491226, 5809)","(44.784909909909906, 4616)","(43.638888888888886, 5022)","(43.51623376623377, 4720)","(42.95833333333333, 5637)"
"(51.095588235294116, 3784)","(50.31834975369458, 3673)","(50.26315789473684, 2182)","(50.181086519114686, 2063)","(50.11309523809524, 4232)","(49.836058519793454, 5027)","(49.828917050691246, 4698)","(49.80650684931507, 1871)","(49.77295918367347, 3655)","(49.771321961620465, 5011)"
"(54.43115942028985, 5082)","(53.25953815261044, 6061)","(51.38662790697674, 1830)","(51.36363636363636, 2966)","(50.25, 5205)","(50.18112244897959, 1769)","(50.02472527472528, 3733)","(49.845238095238095, 1402)","(49.253277153558045, 4247)","(48.888888888888886, 3136)"
"(47.691542288557216, 4498)","(47.54385964912281, 4400)","(46.06060606060606, 3569)","(45.36073059360731, 4401)","(45.25856164383562, 4666)","(45.23809523809524, 3719)","(44.79807692307692, 2721)","(44.39043209876544, 1031)","(44.208333333333336, 3370)","(44.19932432432432, 2486)"
"(42.375, 1712)","(41.75, 452)","(41.58064516129032, 1218)","(40.56127450980392, 3322)","(40.56127450980392, 3321)","(40.02651515151515, 1309)","(39.78603603603604, 1375)","(39.65023474178403, 5876)","(39.36904761904762, 1374)","(39.28728070175438, 290)"
"(51.1867816091954, 3388)","(51.110632183908045, 2182)","(50.857142857142854, 3115)","(50.85201149425288, 4540)","(50.51923076923077, 2322)","(50.51923076923077, 1683)","(49.732142857142854, 3006)","(49.705882352941174, 3154)","(49.52380952380952, 2247)","(49.2437707641196, 2766)"
"(49.248352165725045, 5990)","(47.0494227994228, 226)","(46.15, 4925)","(45.40277777777778, 5825)","(45.01315789473684, 911)","(44.875, 1854)","(44.61702551834131, 998)","(44.52272727272727, 219)","(44.521241830065364, 5322)","(43.48647327249022, 3315)"
"(41.291666666666664, 1788)","(41.0875350140056, 696)","(40.12393998695369, 3665)","(39.80913978494624, 859)","(39.58653846153846, 3609)","(39.41873706004141, 2645)","(39.291282642089094, 5984)","(39.25484496124031, 5917)","(39.03021978021978, 113)","(38.84813384813385, 4832)"
"(48.52795358649789, 3643)","(42.68103448275862, 5667)","(42.44871794871795, 6075)","(42.016304347826086, 780)","(41.416666666666664, 4017)","(41.371308016877634, 2409)","(41.318407960199, 2352)","(40.2906976744186, 2420)","(39.97222222222222, 5333)","(39.94746376811594, 2373)"
"(55.42572463768116, 3876)","(55.20833333333333, 3849)","(52.435028248587564, 2417)","(49.31944444444444, 3852)","(49.27155172413793, 3260)","(48.791666666666664, 5842)","(47.9188596491228, 3802)","(47.7877358490566, 1105)","(47.139150943396224, 3689)","(46.81944444444444, 4513)"
"(40.86050724637681, 2212)","(39.45833333333333, 3966)","(39.44444444444444, 2379)","(38.79385964912281, 2615)","(38.655096308186195, 2241)","(38.4542349726776, 3490)","(38.1696735395189, 2163)","(38.10109289617486, 2402)","(38.08333333333333, 3390)","(37.63342044134727, 3739)"
"(48.160714285714285, 2369)","(47.75735294117647, 3219)","(47.416666666666664, 1852)","(47.267156862745104, 2861)","(47.1063829787234, 3856)","(47.003205128205124, 5514)","(46.945422535211264, 5106)","(46.875, 5547)","(46.44444444444444, 4614)","(46.31944444444444, 4727)"
"(50.160714285714285, 4883)","(49.96590909090909, 4041)","(48.875, 4882)","(48.74596774193549, 4798)","(48.63690476190476, 3973)","(48.6280487804878, 5050)","(48.39351851851852, 4805)","(48.38636363636364, 4766)","(48.285714285714285, 2649)","(48.25877192982456, 5386)"
"(48.9719387755102, 6071)","(48.375, 5953)","(48.23803827751196, 4532)","(47.925925925925924, 2330)","(47.714285714285715, 2991)","(47.5, 2043)","(44.875, 2988)","(44.49166666666667, 4395)","(44.398809523809526, 2085)","(44.39705882352941, 2107)"
"(83.45136778115501, 1252)","(46.223684210526315, 1171)","(42.896067415730336, 2757)","(42.86355311355311, 2515)","(42.75833333333333, 1878)","(41.779761904761905, 3688)","(41.779761904761905, 3254)","(41.21932234432234, 3468)","(41.213991041961336, 5867)","(40.521067415730336, 4890)"
"(48.57142857142857, 2660)","(47.9953007518797, 4383)","(47.95, 5725)","(47.88365800865801, 3572)","(45.69047619047619, 2389)","(44.35977998794454, 5892)","(43.541666666666664, 3369)","(42.11198781838317, 3498)","(41.777173913043484, 3385)","(41.77651515151515, 3953)"
"(55.416666666666664, 2233)","(51.860772357723576, 2151)","(40.8198051948052, 2180)","(40.067460317460316, 6057)","(38.46186440677966, 1680)","(37.72115384615385, 4597)","(37.453947368421055, 3504)","(37.40277777777778, 2033)","(37.09626436781609, 2034)","(36.856918238993714, 2941)"
"(56.437308868501525, 2824)","(55.51592664092664, 3636)","(55.26282051282052, 5081)","(53.61489898989899, 5799)","(53.398809523809526, 4495)","(50.719696969696976, 4971)","(50.713592233009706, 5907)","(50.708333333333336, 3336)","(50.66954022988506, 4313)","(50.458333333333336, 5705)"
"(44.76543209876544, 2619)","(39.818661971830984, 2976)","(39.70061728395062, 3606)","(39.40886699507389, 2637)","(38.80520221787345, 3781)","(38.703828828828826, 4108)","(37.68709781209781, 4300)","(37.110772357723576, 4545)","(36.40833333333333, 2423)","(36.30913978494624, 3413)"
"(46.74576271186441, 2238)","(43.63690476190476, 5589)","(41.96969696969697, 3473)","(41.55348258706468, 6050)","(40.81278538812785, 3591)","(40.3921568627451, 3547)","(40.133272800645685, 1770)","(39.89109347442681, 1490)","(37.52450980392157, 790)","(37.01375205254516, 4820)"
"(46.5, 3597)","(46.04494382022472, 2526)","(45.58333333333333, 6065)","(45.35509367681499, 2402)","(44.15199530516432, 2240)","(43.19047619047619, 4088)","(42.175324675324674, 4155)","(41.97303921568627, 2935)","(41.791044776119406, 3435)","(41.735772357723576, 3739)"
"(48.72357723577235, 2621)","(44.692796610169495, 5987)","(42.22126436781609, 1823)","(41.91885964912281, 594)","(41.829301075268816, 5719)","(41.81159420289855, 2757)","(41.59816384180791, 4319)","(41.5933908045977, 4386)","(41.49600456621005, 4370)","(41.37808641975309, 5867)"
"(43.05072463768116, 869)","(40.375, 608)","(39.25704225352113, 5990)","(38.31050228310502, 3938)","(37.63598901098901, 1241)","(36.916666666666664, 1797)","(36.72685185185185, 2753)","(36.55639097744361, 219)","(36.473173515981735, 3606)","(36.46078431372548, 93)"
"(45.46729957805907, 5427)","(43.36497890295358, 3824)","(39.2753164556962, 1503)","(39.02434164934165, 1730)","(37.05805130271287, 2606)","(36.98809523809524, 5257)","(36.0, 3218)","(35.91385767790262, 4760)","(35.70833333333333, 4790)","(35.18364197530864, 4362)"
"(51.579268292682926, 5897)","(50.65163934426229, 1760)","(50.21739130434783, 2358)","(50.09239130434783, 5012)","(50.04872881355932, 1183)","(50.0, 292)","(49.52412280701755, 2351)","(48.94444444444444, 809)","(48.80952380952381, 3718)","(48.65878378378378, 1927)"
"(53.038288288288285, 5081)","(52.98809523809524, 5255)","(51.65909090909091, 4313)","(51.29009433962264, 3336)","(50.51923076923077, 4971)","(50.34139784946237, 4174)","(50.33139534883721, 5791)","(50.25252525252525, 2703)","(49.78629032258065, 5799)","(49.72348484848485, 3110)"
"(45.176300932744226, 5857)","(44.019379844961236, 643)","(43.546824629271434, 4769)","(43.30072463768116, 5551)","(42.832142857142856, 4631)","(42.304263565891475, 2537)","(42.021358543417364, 5998)","(41.830720092915215, 5852)","(41.45444365865158, 1301)","(40.607142857142854, 3250)"
"(50.365196078431374, 4397)","(49.649350649350644, 2351)","(49.00665266106442, 3202)","(48.65684165232358, 5897)","(48.529244306418214, 3279)","(48.02689594356261, 1205)","(47.90126050420168, 1132)","(47.5597290640394, 4128)","(47.46898496240601, 1669)","(47.44718309859155, 2907)"
"(46.92982456140351, 2945)","(46.0919540229885, 2531)","(45.35109289617486, 4568)","(45.235772357723576, 2698)","(44.80952380952381, 3463)","(44.47316384180791, 1355)","(43.99324324324324, 5448)","(43.86243386243387, 3278)","(43.82692307692308, 4901)","(43.48106060606061, 2071)"
"(46.03186274509804, 3512)","(44.375, 2055)","(44.06862745098039, 2617)","(42.70210409745293, 2499)","(42.08333333333333, 5181)","(42.02295918367347, 5933)","(41.73758865248227, 2441)","(41.67848258706468, 2165)","(41.48774509803921, 867)","(41.38690476190476, 5672)"
"(45.46729957805907, 5498)","(42.5030487804878, 5936)","(41.08333333333333, 5060)","(41.03760162601626, 5428)","(40.68031340805314, 4491)","(40.0731981981982, 2353)","(39.85057471264368, 5750)","(39.28428270042194, 2947)","(39.176029962546814, 3164)","(39.13333333333333, 5474)"
